1.0,5.0,3.0,1.1454255983997756,2.603962794787,9.164291773549898,0.680862844,0.876562953,0.8907952309,2.056393385,2.407081604,2.537150383
4.0,5.0,5.0,4.470504473827441,8.540319041995204,6.897422622167852,0.5930590034,0.5956321955,0.6337224841,1.717286587,1.730486512,1.736346364
4.0,1.0,1.0,9.639940933950063,5.976553952247513,5.379668934287378,3.147574425,3.28239131,3.418542624,3.859118223,4.053144932,4.410634518
1.0,2.0,4.0,6.238478098766617,6.8338693130347306,1.087511524815052,11.73801708,12.84199905,13.38548565,14.02950954,14.15060139,32.81241608
3.0,3.0,4.0,9.714044138819876,9.991739105101658,7.029171832922268,0.6222178936,0.6222410202,0.6655709147,1.22042191,1.638591766,1.683823586
3.0,3.0,1.0,4.9046703816135855,1.8484984184740827,1.5324345872761527,27.69479752,29.08514023,29.98964691,33.16261292,34.82184982,35.27207184
5.0,5.0,4.0,5.243537605391839,5.349306749756626,6.1413250900587455,0.9486625791,0.948728025,1.00262475,2.31954813,2.715081453,2.715856791
1.0,5.0,3.0,3.3026537764429187,5.832318144450095,6.274204760130197,1.274508357,1.328006029,1.380756259,3.474178553,3.532993317,3.677305222
3.0,2.0,3.0,6.712281968162258,2.2371353794544078,7.629035666542061,0.9314312339,0.9593669176,1.040304303,2.578939438,2.652918339,2.870432854
5.0,5.0,4.0,4.700548819295224,8.304944471206532,9.903850273842295,0.4049942195,0.4053268135,0.4308954775,1.156948447,1.161028266,1.231027484
4.0,4.0,5.0,7.436806598356797,6.7063274299339515,7.667598424976487,0.4912765622,0.4913436472,0.5230058432,1.42877233,1.430290699,1.521849632
2.0,1.0,4.0,5.6573695915691005,2.601196094983951,9.269339200905675,0.5165755153,0.5675528049,0.6387901306,1.511240482,1.624129534,1.834187031
1.0,4.0,2.0,4.934308857136615,3.9100420760611163,1.5636420661819193,16.08086014,16.87537956,17.28544235,18.37423706,19.18799019,21.13216209
2.0,3.0,5.0,7.274401797752521,2.098909127356427,2.418205022806453,3.544799089,3.694665194,3.970432281,6.328279495,8.861655235,9.834124565
1.0,5.0,1.0,9.775741603461952,2.248095758492543,8.948471468473155,1.750294566,1.75368464,1.887517691,4.396654606,7.738328934,13.7055769
3.0,5.0,4.0,8.061300086329414,5.982120117130905,7.105843124493016,0.6878520846,0.6899895668,0.7319015265,1.718930721,1.97000277,1.970694542
4.0,4.0,3.0,1.4299601316726767,4.9627538814552254,7.431853206235502,1.056042075,1.083376527,1.169517398,2.923092127,2.989503384,3.221818209
1.0,5.0,5.0,3.083122333299075,6.3684720724886885,2.9226903505099786,2.43626523,2.666553974,2.738953352,4.067121029,5.093513489,6.585577488
5.0,1.0,3.0,4.679042182384769,6.281289070901341,6.687767218372954,1.148692489,1.164226294,1.227519035,3.180258989,3.223273516,3.389753819
2.0,4.0,2.0,1.6984056445653601,7.140718187190177,5.941799187939041,1.95557344,2.01922369,2.159427881,3.934859991,4.873804092,4.90621233
1.0,3.0,2.0,3.6712233474964915,3.938393311029936,4.539382903761418,3.494481087,3.550338984,3.836978912,8.844299316,8.993937492,9.664697647
1.0,5.0,1.0,8.574810993242624,2.7009076596814214,3.191758240902693,9.014182091,9.104340553,9.302165985,10.22654247,11.92150211,15.75145912
4.0,5.0,2.0,3.6928129564036603,8.10905370831712,1.1196641430784593,19.31434441,19.42508888,19.59397125,19.7634964,19.92747116,20.79466629
4.0,3.0,3.0,9.319316863451078,5.718937763120209,6.832953348144294,0.9234080911,0.9262099862,0.9930140376,1.88005352,1.946087718,2.523754597
5.0,1.0,3.0,0.5762546743409487,1.8983285346890135,9.32481044080285,0.8515527844,0.853051424,1.967943907,2.388580799,2.392192602,3.515645981
1.0,2.0,3.0,7.27993460769447,7.714281099593474,9.784762695598847,0.5712946653,0.5747417808,0.634083569,1.579343319,1.589865446,1.747666001
1.0,3.0,5.0,7.263109551546383,9.092654734805073,9.783653301646774,0.3328110874,0.3391631544,0.3649629056,0.9696182609,0.9883352518,1.062682033
3.0,3.0,1.0,2.443365401609203,7.909664932258836,2.3159751481725372,12.46314049,12.95362377,13.56890678,15.15091515,15.84199333,16.0652771
3.0,2.0,2.0,2.870320367933277,7.624797310949533,3.5789265617981,4.301929474,4.368482113,4.750810623,6.282082558,7.164302826,10.44634342
4.0,5.0,2.0,1.3934333477995566,2.029586773014217,0.8377677379778893,50.47001648,52.14481735,54.10166931,59.07509995,60.75120926,68.36309052
5.0,2.0,5.0,8.559221146230529,2.294886584648281,9.43144869480404,0.3565848172,0.3845569491,0.3885368407,1.050955653,1.119879723,1.14132309
2.0,3.0,5.0,3.4728972161537146,4.721707332153721,6.137431994055055,0.86351794,0.8846213222,0.9642336369,2.524394989,2.579574823,2.807286978
2.0,4.0,3.0,9.232890752133413,6.39748493223944,9.999196531567172,0.5085535049,0.5103757381,0.5476018786,1.407644629,1.409416199,1.512354851
5.0,3.0,2.0,2.5698734742652376,1.5347668107624386,8.278562170702076,1.434297323,1.45628655,1.655161977,3.558316469,3.596015215,4.066241264
3.0,1.0,1.0,0.8510706960656766,5.775434829546163,3.2396567734597514,11.25453377,11.43596268,11.73423386,29.62735939,71.49292755,109.8281555
2.0,1.0,1.0,8.45328078620581,6.300302697101098,9.219359259551107,1.510914683,1.516596794,1.677168846,3.471111536,4.000926971,37.35019302
2.0,2.0,4.0,7.283039948331412,5.890030756831584,7.972297347505304,0.6179878712,0.6188619733,0.676892221,1.770233274,1.774463534,1.937270403
3.0,3.0,5.0,1.9343518511853603,9.625634269753752,6.302452400999511,0.7025794387,0.7410521507,0.7826694846,2.042547703,2.162518263,2.284432173
3.0,2.0,3.0,7.812242081027009,3.6995509671985234,1.3991019480231746,10.63494301,11.19250107,11.46046257,12.78547764,13.32595921,13.55291271
